Benchmark,NeuralNet,WeightUpdateRule,eta,theta,gamma,epsilon,beta_1,beta_2,lambda,MSE
Feynman_1,3,AdaGrad,0.001,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,12.0596
Feynman_1,3,AdaGrad,0.003,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,12.4768
Feynman_1,3,AdaGrad,0.01,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,12.8359
Feynman_1,3,AdaGrad,0.03,1e-10,1e-10,1e-10,1e-10,1e-10,1e-10,12.7653
Feynman_1,3,AdaGrad,0.0003,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,13.1168
Feynman_1,3,AdaGrad,0.001,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,12.0596
Feynman_1,3,AdaGrad,0.003,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,12.4768
Feynman_1,3,AdaGrad,0.01,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,12.8359
Feynman_1,3,AdaGrad,0.03,1e-10,1e-10,1e-08,1e-10,1e-10,1e-10,12.7653
Feynman_1,3,AdaGrad,0.0003,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,13.1168
Feynman_1,3,AdaGrad,0.001,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,12.0596
Feynman_1,3,AdaGrad,0.003,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,12.4768
Feynman_1,3,AdaGrad,0.01,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,12.8358
Feynman_1,3,AdaGrad,0.03,1e-10,1e-10,1e-06,1e-10,1e-10,1e-10,12.7652
Feynman_1,3,AdaGrad,0.0003,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,13.1168
Feynman_1,3,AdaGrad,0.001,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,12.0594
Feynman_1,3,AdaGrad,0.003,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,12.4763
Feynman_1,3,AdaGrad,0.01,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,12.8352
Feynman_1,3,AdaGrad,0.03,1e-10,1e-10,0.0001,1e-10,1e-10,1e-10,12.7653
Feynman_1,3,RMSProp,1e-06,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,48.5848
Feynman_1,3,RMSProp,1e-06,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,48.5639
Feynman_1,3,RMSProp,1e-06,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,48.4096
Feynman_1,3,RMSProp,3e-06,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,47.3048
Feynman_1,3,RMSProp,3e-06,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,47.2443
Feynman_1,3,RMSProp,3e-06,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,46.7991
Feynman_1,3,RMSProp,1e-05,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,43.1323
Feynman_1,3,RMSProp,1e-05,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,42.9573
Feynman_1,3,RMSProp,1e-05,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,41.6652
Feynman_1,3,RMSProp,3e-05,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,33.4934
Feynman_1,3,RMSProp,3e-05,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,33.1438
Feynman_1,3,RMSProp,3e-05,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,30.5327
Feynman_1,3,RMSProp,0.0001,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,16.9643
Feynman_1,3,RMSProp,0.0001,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,16.6975
Feynman_1,3,RMSProp,0.0001,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,14.7555
Feynman_1,3,RMSProp,0.0003,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,12.0736
Feynman_1,3,RMSProp,0.0003,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,12.025
Feynman_1,3,RMSProp,0.0003,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,12.0077
Feynman_1,3,RMSProp,0.001,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,12.2715
Feynman_1,3,RMSProp,0.001,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,12.2462
Feynman_1,3,RMSProp,0.001,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,12.2133
Feynman_1,3,RMSProp,1e-06,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,48.5848
Feynman_1,3,RMSProp,1e-06,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,48.5639
Feynman_1,3,RMSProp,1e-06,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,48.4096
Feynman_1,3,RMSProp,3e-06,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,47.3048
Feynman_1,3,RMSProp,3e-06,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,47.2443
Feynman_1,3,RMSProp,3e-06,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,46.7991
Feynman_1,3,RMSProp,1e-05,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,43.1323
Feynman_1,3,RMSProp,1e-05,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,42.9573
Feynman_1,3,RMSProp,1e-05,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,41.6652
Feynman_1,3,RMSProp,3e-05,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,33.4934
Feynman_1,3,RMSProp,3e-05,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,33.1438
Feynman_1,3,RMSProp,3e-05,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,30.5327
Feynman_1,3,RMSProp,0.0001,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,16.9643
Feynman_1,3,RMSProp,0.0001,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,16.6975
Feynman_1,3,RMSProp,0.0001,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,14.7555
Feynman_1,3,RMSProp,0.0003,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,12.0736
Feynman_1,3,RMSProp,0.0003,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,12.025
Feynman_1,3,RMSProp,0.0003,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,12.0077
Feynman_1,3,RMSProp,0.001,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,12.2715
Feynman_1,3,RMSProp,0.001,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,12.2462
Feynman_1,3,RMSProp,0.001,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,12.2132
Feynman_1,3,RMSProp,1e-06,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,48.5848
Feynman_1,3,RMSProp,1e-06,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,48.5639
Feynman_1,3,RMSProp,1e-06,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,48.4096
Feynman_1,3,RMSProp,3e-06,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,47.3048
Feynman_1,3,RMSProp,3e-06,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,47.2443
Feynman_1,3,RMSProp,3e-06,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,46.7991
Feynman_1,3,RMSProp,1e-05,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,43.1323
Feynman_1,3,RMSProp,1e-05,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,42.9573
Feynman_1,3,RMSProp,1e-05,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,41.6655
Feynman_1,3,RMSProp,3e-05,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,33.4935
Feynman_1,3,RMSProp,3e-05,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,33.1439
Feynman_1,3,RMSProp,3e-05,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,30.5331
Feynman_1,3,RMSProp,0.0001,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,16.9643
Feynman_1,3,RMSProp,0.0001,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,16.6976
Feynman_1,3,RMSProp,0.0001,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,14.7557
Feynman_1,3,RMSProp,0.0003,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,12.0735
Feynman_1,3,RMSProp,0.0003,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,12.0249
Feynman_1,3,RMSProp,0.0003,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,12.0073
Feynman_1,3,RMSProp,0.001,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,12.2713
Feynman_1,3,RMSProp,0.001,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,12.2458
Feynman_1,3,RMSProp,0.001,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,12.2122
Feynman_1,3,AdaDelta,1e-10,1e-10,0.9,1e-10,1e-10,1e-10,1e-10,40.7985
Feynman_1,3,AdaDelta,1e-10,1e-10,0.95,1e-10,1e-10,1e-10,1e-10,37.3118
Feynman_1,3,AdaDelta,1e-10,1e-10,0.99,1e-10,1e-10,1e-10,1e-10,26.6721
Feynman_1,3,AdaDelta,1e-10,1e-10,0.995,1e-10,1e-10,1e-10,1e-10,21.7461
Feynman_1,3,AdaDelta,1e-10,1e-10,0.9,1e-08,1e-10,1e-10,1e-10,15.2552
Feynman_1,3,AdaDelta,1e-10,1e-10,0.95,1e-08,1e-10,1e-10,1e-10,12.8738
Feynman_1,3,AdaDelta,1e-10,1e-10,0.99,1e-08,1e-10,1e-10,1e-10,12.1228
Feynman_1,3,AdaDelta,1e-10,1e-10,0.995,1e-08,1e-10,1e-10,1e-10,12.1771
Feynman_1,3,AdaDelta,1e-10,1e-10,0.9,1e-06,1e-10,1e-10,1e-10,12.2243
Feynman_1,3,AdaDelta,1e-10,1e-10,0.95,1e-06,1e-10,1e-10,1e-10,12.17
Feynman_1,3,AdaDelta,1e-10,1e-10,0.99,1e-06,1e-10,1e-10,1e-10,12.2477
Feynman_1,3,AdaDelta,1e-10,1e-10,0.995,1e-06,1e-10,1e-10,1e-10,12.2119
Feynman_1,3,AdaDelta,1e-10,1e-10,0.9,0.0001,1e-10,1e-10,1e-10,12.447
Feynman_1,3,AdaDelta,1e-10,1e-10,0.95,0.0001,1e-10,1e-10,1e-10,12.1943
Feynman_1,3,AdaDelta,1e-10,1e-10,0.99,0.0001,1e-10,1e-10,1e-10,12.0448
Feynman_1,3,AdaDelta,1e-10,1e-10,0.995,0.0001,1e-10,1e-10,1e-10,11.9433
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-10,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-08,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,1e-06,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-06,1e-10,1e-10,0.0001,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-10,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-08,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,1e-06,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-06,1e-10,1e-10,0.0001,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-10,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-08,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,1e-06,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,1e-05,1e-10,1e-10,0.0001,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-10,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-08,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,1e-06,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,3e-05,1e-10,1e-10,0.0001,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-10,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-08,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.9,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.9,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.95,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.95,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,1e-06,0.95,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,0.0001,0.8,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,0.0001,0.8,0.995,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,0.0001,0.8,0.999,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,0.0001,0.9,0.99,1e-10,nan
Feynman_1,3,Adam,0.0001,1e-10,1e-10,0.0001,0.9,0.995,1e-10,nan
